source_dataset,source_id,source_row_index,source_title,source_field,matched_text,matched_value,match_type,match_policy,topic_slug,topic_name,topic_depth,parent_slug,alias_name,candidate_name,suggested_parent_slug,suggested_depth,base_score,adjustment_score,final_score,relation_hint,is_existing_topic,needs_review,priority
course,46024,1040,임베디드컴퓨팅,learning_objective_clean,"** 중간 평가는 대면 시험을 원칙으로 합니다. 본 수업은 임베디드 시스템(내장형 시스템)의 내부 구성 요소와 그 동작 방법에 대한 기본 개념을 소개 하고 임베디드 시스템의 구동 및 제어 방법을 실습한다. 이를 위해 다양한 유형의 IoT 디바이스를 직접 개발 할 수 있는 초소형 컴퓨터인 라즈베리파이를 활용하여 다양한 센서와 액추에이터들을 직접 제어 할 수 있는 프로그래밍 기법을 익힌다. 이를 통해 임베디드 컴퓨팅에 대한 전반적인 이해 뿐만 아니라, 임베디드 컴퓨팅을 활용한 다양한 IoT 디바이스를 직접 제작할 수 있는 능력을 배양한다. 강의 초반에는 임베디드 시스템의 주요 부분에 대한 개괄적인 내용을 습득하고, 이후 파이썬 언어에 대한 수업이 진행된다. 중간 고사 이후에는 라즈베리 파이를 이용하여 초음파 센서, 온도 센서 등 다양한 센서를 통해 현실세계의 데이터를 직접 입력 받아 이를 통해 액추에이터가 원하는 동작을 수행 할 수 있는 임베디드 프로그램을 직접 작성하고, 이를 이용하여 다양한 유형의 IoT 디바이스 제작 프로젝트를 수행한다.** 모든 수업 자료 및 공지사항은 (신)LMS (https://ieilms.jbnu.ac.kr/)를 활용합니다.** 학부 방침에 따라 상대평가로 운영",파이썬,alias,contains,python,Python,2,programming,파이썬,,,,0.75,-0.05,0.7,,true,false,P0
course,46024,1040,임베디드컴퓨팅,prerequisite_material_clean,컴퓨터구조,컴퓨터구조,topic_name,contains,computer-architecture,컴퓨터구조,2,computer-science-basics,,,,,0.68,0.0,0.68,prerequisite,true,false,P1
course,46026,1041,윈도우즈프로그래밍,course_name_clean,윈도우즈프로그래밍,프로그래밍,topic_name,contains,programming,프로그래밍,1,,,,,,0.95,0.0,0.95,,true,false,P0
course,46026,1041,윈도우즈프로그래밍,learning_objective_clean,"!!!2022년 1학기 윈도우즈프로그래밍 강의는 비대면으로 진행됩니다. https://sites.google.com/view/jbnu20221wp/home 사이트에 접속 바랍니다.!!!C언어 기초 교과목과 C++프로그래밍(또는 JAVA 프로그래밍) 교과목을 통해 객체지향 프로그래밍의 개념을 습득한 학생을 대상으로 한 강의임.C 언어와 WPF(Windows Presentation Foundation) 프레임워크를 이용하여 윈도우 응용 프로그램을 작성하는 법을 배운다. GUI 설계 방법과 이벤트 기반 프로그래밍 기법에 대한 이해, 이를 기반으로한 응용 소프트웨어 설계 및 구현을 실습과 프로젝트를 통해 경험한다.",객체지향 프로그래밍,topic_name,contains,oop,객체지향 프로그래밍,2,programming,,,,,0.8,0.0,0.8,,true,false,P0
course,46026,1041,윈도우즈프로그래밍,learning_objective_clean,"!!!2022년 1학기 윈도우즈프로그래밍 강의는 비대면으로 진행됩니다. https://sites.google.com/view/jbnu20221wp/home 사이트에 접속 바랍니다.!!!C언어 기초 교과목과 C++프로그래밍(또는 JAVA 프로그래밍) 교과목을 통해 객체지향 프로그래밍의 개념을 습득한 학생을 대상으로 한 강의임.C 언어와 WPF(Windows Presentation Foundation) 프레임워크를 이용하여 윈도우 응용 프로그램을 작성하는 법을 배운다. GUI 설계 방법과 이벤트 기반 프로그래밍 기법에 대한 이해, 이를 기반으로한 응용 소프트웨어 설계 및 구현을 실습과 프로젝트를 통해 경험한다.",소프트웨어 설계,topic_name,contains,software-design,소프트웨어 설계,2,software-engineering,,,,,0.8,0.0,0.8,,true,false,P1
course,46026,1041,윈도우즈프로그래밍,learning_objective_clean,"!!!2022년 1학기 윈도우즈프로그래밍 강의는 비대면으로 진행됩니다. https://sites.google.com/view/jbnu20221wp/home 사이트에 접속 바랍니다.!!!C언어 기초 교과목과 C++프로그래밍(또는 JAVA 프로그래밍) 교과목을 통해 객체지향 프로그래밍의 개념을 습득한 학생을 대상으로 한 강의임.C 언어와 WPF(Windows Presentation Foundation) 프레임워크를 이용하여 윈도우 응용 프로그램을 작성하는 법을 배운다. GUI 설계 방법과 이벤트 기반 프로그래밍 기법에 대한 이해, 이를 기반으로한 응용 소프트웨어 설계 및 구현을 실습과 프로젝트를 통해 경험한다.",프로그래밍,topic_name,contains,programming,프로그래밍,1,,,,,,0.8,0.0,0.8,,true,false,P0
course,46026,1041,윈도우즈프로그래밍,learning_objective_clean,"!!!2022년 1학기 윈도우즈프로그래밍 강의는 비대면으로 진행됩니다. https://sites.google.com/view/jbnu20221wp/home 사이트에 접속 바랍니다.!!!C언어 기초 교과목과 C++프로그래밍(또는 JAVA 프로그래밍) 교과목을 통해 객체지향 프로그래밍의 개념을 습득한 학생을 대상으로 한 강의임.C 언어와 WPF(Windows Presentation Foundation) 프레임워크를 이용하여 윈도우 응용 프로그램을 작성하는 법을 배운다. GUI 설계 방법과 이벤트 기반 프로그래밍 기법에 대한 이해, 이를 기반으로한 응용 소프트웨어 설계 및 구현을 실습과 프로젝트를 통해 경험한다.",Java,topic_name,contains,java,Java,2,programming,,,,,0.8,0.0,0.8,,true,false,P1
course,46026,1041,윈도우즈프로그래밍,learning_objective_clean,"!!!2022년 1학기 윈도우즈프로그래밍 강의는 비대면으로 진행됩니다. https://sites.google.com/view/jbnu20221wp/home 사이트에 접속 바랍니다.!!!C언어 기초 교과목과 C++프로그래밍(또는 JAVA 프로그래밍) 교과목을 통해 객체지향 프로그래밍의 개념을 습득한 학생을 대상으로 한 강의임.C 언어와 WPF(Windows Presentation Foundation) 프레임워크를 이용하여 윈도우 응용 프로그램을 작성하는 법을 배운다. GUI 설계 방법과 이벤트 기반 프로그래밍 기법에 대한 이해, 이를 기반으로한 응용 소프트웨어 설계 및 구현을 실습과 프로젝트를 통해 경험한다.",C언어,topic_name,contains,c-language,C언어,2,programming,,,,,0.8,0.0,0.8,,true,false,P0
course,46026,1041,윈도우즈프로그래밍,learning_objective_clean,"!!!2022년 1학기 윈도우즈프로그래밍 강의는 비대면으로 진행됩니다. https://sites.google.com/view/jbnu20221wp/home 사이트에 접속 바랍니다.!!!C언어 기초 교과목과 C++프로그래밍(또는 JAVA 프로그래밍) 교과목을 통해 객체지향 프로그래밍의 개념을 습득한 학생을 대상으로 한 강의임.C 언어와 WPF(Windows Presentation Foundation) 프레임워크를 이용하여 윈도우 응용 프로그램을 작성하는 법을 배운다. GUI 설계 방법과 이벤트 기반 프로그래밍 기법에 대한 이해, 이를 기반으로한 응용 소프트웨어 설계 및 구현을 실습과 프로젝트를 통해 경험한다.",객체지향 프로그래밍,alias,contains,oop,객체지향 프로그래밍,2,programming,객체지향 프로그래밍,,,,0.75,0.0,0.75,,true,false,P0
course,46026,1041,윈도우즈프로그래밍,learning_objective_clean,"!!!2022년 1학기 윈도우즈프로그래밍 강의는 비대면으로 진행됩니다. https://sites.google.com/view/jbnu20221wp/home 사이트에 접속 바랍니다.!!!C언어 기초 교과목과 C++프로그래밍(또는 JAVA 프로그래밍) 교과목을 통해 객체지향 프로그래밍의 개념을 습득한 학생을 대상으로 한 강의임.C 언어와 WPF(Windows Presentation Foundation) 프레임워크를 이용하여 윈도우 응용 프로그램을 작성하는 법을 배운다. GUI 설계 방법과 이벤트 기반 프로그래밍 기법에 대한 이해, 이를 기반으로한 응용 소프트웨어 설계 및 구현을 실습과 프로젝트를 통해 경험한다.",객체지향,alias,contains,oop,객체지향 프로그래밍,2,programming,객체지향,,,,0.75,0.0,0.75,,true,false,P0
course,46026,1041,윈도우즈프로그래밍,learning_objective_clean,"!!!2022년 1학기 윈도우즈프로그래밍 강의는 비대면으로 진행됩니다. https://sites.google.com/view/jbnu20221wp/home 사이트에 접속 바랍니다.!!!C언어 기초 교과목과 C++프로그래밍(또는 JAVA 프로그래밍) 교과목을 통해 객체지향 프로그래밍의 개념을 습득한 학생을 대상으로 한 강의임.C 언어와 WPF(Windows Presentation Foundation) 프레임워크를 이용하여 윈도우 응용 프로그램을 작성하는 법을 배운다. GUI 설계 방법과 이벤트 기반 프로그래밍 기법에 대한 이해, 이를 기반으로한 응용 소프트웨어 설계 및 구현을 실습과 프로젝트를 통해 경험한다.",C언어,alias,contains,c-language,C언어,2,programming,C언어,,,,0.75,-0.05,0.7,,true,false,P0
course,46026,1041,윈도우즈프로그래밍,prerequisite_material_clean,"C++ 프로그래밍, JAVA 프로그래밍 또는 기타 객체지향 프로그래밍 언어 교과목 필수 이수",객체지향 프로그래밍,topic_name,contains,oop,객체지향 프로그래밍,2,programming,,,,,0.68,0.0,0.68,prerequisite,true,false,P0
course,46026,1041,윈도우즈프로그래밍,prerequisite_material_clean,"C++ 프로그래밍, JAVA 프로그래밍 또는 기타 객체지향 프로그래밍 언어 교과목 필수 이수",프로그래밍,topic_name,contains,programming,프로그래밍,1,,,,,,0.68,0.0,0.68,prerequisite,true,false,P0
course,46026,1041,윈도우즈프로그래밍,prerequisite_material_clean,"C++ 프로그래밍, JAVA 프로그래밍 또는 기타 객체지향 프로그래밍 언어 교과목 필수 이수",Java,topic_name,contains,java,Java,2,programming,,,,,0.68,0.0,0.68,prerequisite,true,false,P1
course,46026,1041,윈도우즈프로그래밍,prerequisite_material_clean,"C++ 프로그래밍, JAVA 프로그래밍 또는 기타 객체지향 프로그래밍 언어 교과목 필수 이수",객체지향 프로그래밍,alias,contains,oop,객체지향 프로그래밍,2,programming,객체지향 프로그래밍,,,,0.65,0.0,0.65,prerequisite,true,false,P0
course,46026,1041,윈도우즈프로그래밍,prerequisite_material_clean,"C++ 프로그래밍, JAVA 프로그래밍 또는 기타 객체지향 프로그래밍 언어 교과목 필수 이수",객체지향,alias,contains,oop,객체지향 프로그래밍,2,programming,객체지향,,,,0.65,0.0,0.65,prerequisite,true,false,P0
course,46027,1042,윈도우즈프로그래밍,course_name_clean,윈도우즈프로그래밍,프로그래밍,topic_name,contains,programming,프로그래밍,1,,,,,,0.95,0.0,0.95,,true,false,P0
course,46027,1042,윈도우즈프로그래밍,learning_objective_clean,!!!2022년 1학기 윈도우즈프로그래밍 강의는 비대면으로 진행됩니다. https://sites.google.com/view/jbnu20221wp/home 사이트에 접속 바랍니다.!!!C언어와 C++언어를 바탕으로 C 을 이용하여 윈도우즈 프로그래밍 제작 기법을 학습한다. 윈도우즈 프로그램을 작성하여 PC와 IOT 장비간 시리얼 통신을 통해 데이터를 처리하는 방법에 대해 학습한다.GUI 설계 방법과 이벤트 기반 프로그래밍 기법에 대한 이해하고 이를 기반으로 응용 소프트웨어 설계 및 구현을 실습과 프로젝트를 통해 경험한다.,소프트웨어 설계,topic_name,contains,software-design,소프트웨어 설계,2,software-engineering,,,,,0.8,0.0,0.8,,true,false,P1
course,46027,1042,윈도우즈프로그래밍,learning_objective_clean,!!!2022년 1학기 윈도우즈프로그래밍 강의는 비대면으로 진행됩니다. https://sites.google.com/view/jbnu20221wp/home 사이트에 접속 바랍니다.!!!C언어와 C++언어를 바탕으로 C 을 이용하여 윈도우즈 프로그래밍 제작 기법을 학습한다. 윈도우즈 프로그램을 작성하여 PC와 IOT 장비간 시리얼 통신을 통해 데이터를 처리하는 방법에 대해 학습한다.GUI 설계 방법과 이벤트 기반 프로그래밍 기법에 대한 이해하고 이를 기반으로 응용 소프트웨어 설계 및 구현을 실습과 프로젝트를 통해 경험한다.,프로그래밍,topic_name,contains,programming,프로그래밍,1,,,,,,0.8,0.0,0.8,,true,false,P0
course,46027,1042,윈도우즈프로그래밍,learning_objective_clean,!!!2022년 1학기 윈도우즈프로그래밍 강의는 비대면으로 진행됩니다. https://sites.google.com/view/jbnu20221wp/home 사이트에 접속 바랍니다.!!!C언어와 C++언어를 바탕으로 C 을 이용하여 윈도우즈 프로그래밍 제작 기법을 학습한다. 윈도우즈 프로그램을 작성하여 PC와 IOT 장비간 시리얼 통신을 통해 데이터를 처리하는 방법에 대해 학습한다.GUI 설계 방법과 이벤트 기반 프로그래밍 기법에 대한 이해하고 이를 기반으로 응용 소프트웨어 설계 및 구현을 실습과 프로젝트를 통해 경험한다.,C언어,topic_name,contains,c-language,C언어,2,programming,,,,,0.8,0.0,0.8,,true,false,P0
course,46027,1042,윈도우즈프로그래밍,learning_objective_clean,!!!2022년 1학기 윈도우즈프로그래밍 강의는 비대면으로 진행됩니다. https://sites.google.com/view/jbnu20221wp/home 사이트에 접속 바랍니다.!!!C언어와 C++언어를 바탕으로 C 을 이용하여 윈도우즈 프로그래밍 제작 기법을 학습한다. 윈도우즈 프로그램을 작성하여 PC와 IOT 장비간 시리얼 통신을 통해 데이터를 처리하는 방법에 대해 학습한다.GUI 설계 방법과 이벤트 기반 프로그래밍 기법에 대한 이해하고 이를 기반으로 응용 소프트웨어 설계 및 구현을 실습과 프로젝트를 통해 경험한다.,C언어,alias,contains,c-language,C언어,2,programming,C언어,,,,0.75,-0.05,0.7,,true,false,P0
course,46027,1042,윈도우즈프로그래밍,prerequisite_material_clean,"C++ 프로그래밍, JAVA 프로그래밍 또는 기타 객체지향 프로그래밍 언어 교과목 필수 이수",객체지향 프로그래밍,topic_name,contains,oop,객체지향 프로그래밍,2,programming,,,,,0.68,0.0,0.68,prerequisite,true,false,P0
course,46027,1042,윈도우즈프로그래밍,prerequisite_material_clean,"C++ 프로그래밍, JAVA 프로그래밍 또는 기타 객체지향 프로그래밍 언어 교과목 필수 이수",프로그래밍,topic_name,contains,programming,프로그래밍,1,,,,,,0.68,0.0,0.68,prerequisite,true,false,P0
course,46027,1042,윈도우즈프로그래밍,prerequisite_material_clean,"C++ 프로그래밍, JAVA 프로그래밍 또는 기타 객체지향 프로그래밍 언어 교과목 필수 이수",Java,topic_name,contains,java,Java,2,programming,,,,,0.68,0.0,0.68,prerequisite,true,false,P1
course,46027,1042,윈도우즈프로그래밍,prerequisite_material_clean,"C++ 프로그래밍, JAVA 프로그래밍 또는 기타 객체지향 프로그래밍 언어 교과목 필수 이수",객체지향 프로그래밍,alias,contains,oop,객체지향 프로그래밍,2,programming,객체지향 프로그래밍,,,,0.65,0.0,0.65,prerequisite,true,false,P0
course,46027,1042,윈도우즈프로그래밍,prerequisite_material_clean,"C++ 프로그래밍, JAVA 프로그래밍 또는 기타 객체지향 프로그래밍 언어 교과목 필수 이수",객체지향,alias,contains,oop,객체지향 프로그래밍,2,programming,객체지향,,,,0.65,0.0,0.65,prerequisite,true,false,P0
course,46027,1042,윈도우즈프로그래밍,main_textbook_clean,C 프로그래밍(2판)(IT CookBook) 프로그래밍 기초부터 객체 지향 핵심까지,프로그래밍,topic_name,contains,programming,프로그래밍,1,,,,,,0.5,0.0,0.5,,true,false,P0
course,46027,1042,윈도우즈프로그래밍,main_textbook_clean,C 프로그래밍(2판)(IT CookBook) 프로그래밍 기초부터 객체 지향 핵심까지,프로그래밍 기초,alias,contains,programming-basic-syntax,프로그래밍 기초 문법,2,programming,프로그래밍 기초,,,,0.5,0.0,0.5,,true,false,P0
course,46027,1042,윈도우즈프로그래밍,main_textbook_clean,C 프로그래밍(2판)(IT CookBook) 프로그래밍 기초부터 객체 지향 핵심까지,C 프로그래밍,alias,contains,c-language,C언어,2,programming,C 프로그래밍,,,,0.5,0.0,0.5,,true,false,P0
course,46030,1044,논리설계,learning_objective_clean,"디지털 논리회로의 기본 개념을 이해하고 논리식을 기초로 조합논리회로를 구성하는 방법과 플립플롭에서 부터 순서회로의 설계까지 요구되는 학습한다.본 과정의 내용은 컴퓨터구조와 연결되며 플립플롭, 카운터, 레지스터 및 메모리와 같은 디지털 소자의 핵심내용을 이해한다",컴퓨터구조,topic_name,contains,computer-architecture,컴퓨터구조,2,computer-science-basics,,,,,0.8,0.0,0.8,,true,false,P1
course,46031,1045,소프트웨어개발프로젝트,prerequisite_material_clean,"프로그래밍언어(C, C++, Java), 자료구조, 알고리즘, 소프트웨어공학",프로그래밍,topic_name,contains,programming,프로그래밍,1,,,,,,0.68,0.0,0.68,prerequisite,true,false,P0
course,46031,1045,소프트웨어개발프로젝트,prerequisite_material_clean,"프로그래밍언어(C, C++, Java), 자료구조, 알고리즘, 소프트웨어공학",Java,topic_name,contains,java,Java,2,programming,,,,,0.68,0.0,0.68,prerequisite,true,false,P1
course,46031,1045,소프트웨어개발프로젝트,prerequisite_material_clean,"프로그래밍언어(C, C++, Java), 자료구조, 알고리즘, 소프트웨어공학",자료구조,topic_name,contains,data-structures,자료구조,2,computer-science-basics,,,,,0.68,0.0,0.68,prerequisite,true,false,P0
course,46031,1045,소프트웨어개발프로젝트,prerequisite_material_clean,"프로그래밍언어(C, C++, Java), 자료구조, 알고리즘, 소프트웨어공학",알고리즘,topic_name,contains,algorithms,알고리즘,2,computer-science-basics,,,,,0.68,0.0,0.68,prerequisite,true,false,P0
course,46032,1046,기계학습,course_name_clean,기계학습,기계학습,alias,contains,machine-learning,머신러닝,2,artificial-intelligence,기계학습,,,,0.9,0.0,0.9,,true,false,P1
course,46032,1046,기계학습,learning_objective_clean,"기계학습은 빅데이터, 컴퓨터비전, 자연어처리, 바이오인포매틱스를 포함하는 다양한 분야에서 필요한 핵심적인 수학 도구가 되었다. 기계학습 연구의 목표는 경험을 통해 학습할 수 있는 컴퓨터시스템을 만드는 것이다. 학습가능한 시스템은 주어진 문제를 풀 수 있는 알고리즘을 사람이 직접 주는 것이 아니고 다양한 예제들로부터 시스템이 어떻게 동작해야 하는지를 스스로 배운다. 이러한 시스템들을 구현하기 위해서는 경험의 결과에 의해 시스템이 자신의 행동을 어떻게 수정해야 하는지를 명시하는 학습 알고리즘이 필요하다. 기계학습 연구분야에서는 어떤 상황에서 어떤 학습 알고리즘이 필요한지 이해하려는 시도들이 다양하게 이루어지고 있으며, 이를 통해 새로운 학습 알고리즘을 개발되고 있다. 본 과목에서는 다양한 응용들에서 좋은 성과를 나타낸 것으로 알려진 기초적인 기계학습 알고리즘들을 다룬다. 알고리즘들이 어떤 차이를 가지고 있고 알고리즘들이 어떤 분야에 잘 적용되는지에 중점을 둘 것이다. 본 과목에서 다루는 알고리즘들은 딥러닝으로 대표되는 최신 학습 알고리즘 기법들의 기초가 된다.",알고리즘,topic_name,contains,algorithms,알고리즘,2,computer-science-basics,,,,,0.8,0.0,0.8,,true,false,P0
course,46032,1046,기계학습,learning_objective_clean,"기계학습은 빅데이터, 컴퓨터비전, 자연어처리, 바이오인포매틱스를 포함하는 다양한 분야에서 필요한 핵심적인 수학 도구가 되었다. 기계학습 연구의 목표는 경험을 통해 학습할 수 있는 컴퓨터시스템을 만드는 것이다. 학습가능한 시스템은 주어진 문제를 풀 수 있는 알고리즘을 사람이 직접 주는 것이 아니고 다양한 예제들로부터 시스템이 어떻게 동작해야 하는지를 스스로 배운다. 이러한 시스템들을 구현하기 위해서는 경험의 결과에 의해 시스템이 자신의 행동을 어떻게 수정해야 하는지를 명시하는 학습 알고리즘이 필요하다. 기계학습 연구분야에서는 어떤 상황에서 어떤 학습 알고리즘이 필요한지 이해하려는 시도들이 다양하게 이루어지고 있으며, 이를 통해 새로운 학습 알고리즘을 개발되고 있다. 본 과목에서는 다양한 응용들에서 좋은 성과를 나타낸 것으로 알려진 기초적인 기계학습 알고리즘들을 다룬다. 알고리즘들이 어떤 차이를 가지고 있고 알고리즘들이 어떤 분야에 잘 적용되는지에 중점을 둘 것이다. 본 과목에서 다루는 알고리즘들은 딥러닝으로 대표되는 최신 학습 알고리즘 기법들의 기초가 된다.",딥러닝,topic_name,contains,deep-learning,딥러닝,2,artificial-intelligence,,,,,0.8,0.0,0.8,,true,false,P1
course,46032,1046,기계학습,learning_objective_clean,"기계학습은 빅데이터, 컴퓨터비전, 자연어처리, 바이오인포매틱스를 포함하는 다양한 분야에서 필요한 핵심적인 수학 도구가 되었다. 기계학습 연구의 목표는 경험을 통해 학습할 수 있는 컴퓨터시스템을 만드는 것이다. 학습가능한 시스템은 주어진 문제를 풀 수 있는 알고리즘을 사람이 직접 주는 것이 아니고 다양한 예제들로부터 시스템이 어떻게 동작해야 하는지를 스스로 배운다. 이러한 시스템들을 구현하기 위해서는 경험의 결과에 의해 시스템이 자신의 행동을 어떻게 수정해야 하는지를 명시하는 학습 알고리즘이 필요하다. 기계학습 연구분야에서는 어떤 상황에서 어떤 학습 알고리즘이 필요한지 이해하려는 시도들이 다양하게 이루어지고 있으며, 이를 통해 새로운 학습 알고리즘을 개발되고 있다. 본 과목에서는 다양한 응용들에서 좋은 성과를 나타낸 것으로 알려진 기초적인 기계학습 알고리즘들을 다룬다. 알고리즘들이 어떤 차이를 가지고 있고 알고리즘들이 어떤 분야에 잘 적용되는지에 중점을 둘 것이다. 본 과목에서 다루는 알고리즘들은 딥러닝으로 대표되는 최신 학습 알고리즘 기법들의 기초가 된다.",자연어처리,alias,contains,natural-language-processing,자연어 처리,2,artificial-intelligence,자연어처리,,,,0.75,0.0,0.75,,true,false,P1
course,46032,1046,기계학습,learning_objective_clean,"기계학습은 빅데이터, 컴퓨터비전, 자연어처리, 바이오인포매틱스를 포함하는 다양한 분야에서 필요한 핵심적인 수학 도구가 되었다. 기계학습 연구의 목표는 경험을 통해 학습할 수 있는 컴퓨터시스템을 만드는 것이다. 학습가능한 시스템은 주어진 문제를 풀 수 있는 알고리즘을 사람이 직접 주는 것이 아니고 다양한 예제들로부터 시스템이 어떻게 동작해야 하는지를 스스로 배운다. 이러한 시스템들을 구현하기 위해서는 경험의 결과에 의해 시스템이 자신의 행동을 어떻게 수정해야 하는지를 명시하는 학습 알고리즘이 필요하다. 기계학습 연구분야에서는 어떤 상황에서 어떤 학습 알고리즘이 필요한지 이해하려는 시도들이 다양하게 이루어지고 있으며, 이를 통해 새로운 학습 알고리즘을 개발되고 있다. 본 과목에서는 다양한 응용들에서 좋은 성과를 나타낸 것으로 알려진 기초적인 기계학습 알고리즘들을 다룬다. 알고리즘들이 어떤 차이를 가지고 있고 알고리즘들이 어떤 분야에 잘 적용되는지에 중점을 둘 것이다. 본 과목에서 다루는 알고리즘들은 딥러닝으로 대표되는 최신 학습 알고리즘 기법들의 기초가 된다.",컴퓨터비전,alias,contains,computer-vision,컴퓨터 비전,2,artificial-intelligence,컴퓨터비전,,,,0.75,0.0,0.75,,true,false,P1
course,46032,1046,기계학습,learning_objective_clean,"기계학습은 빅데이터, 컴퓨터비전, 자연어처리, 바이오인포매틱스를 포함하는 다양한 분야에서 필요한 핵심적인 수학 도구가 되었다. 기계학습 연구의 목표는 경험을 통해 학습할 수 있는 컴퓨터시스템을 만드는 것이다. 학습가능한 시스템은 주어진 문제를 풀 수 있는 알고리즘을 사람이 직접 주는 것이 아니고 다양한 예제들로부터 시스템이 어떻게 동작해야 하는지를 스스로 배운다. 이러한 시스템들을 구현하기 위해서는 경험의 결과에 의해 시스템이 자신의 행동을 어떻게 수정해야 하는지를 명시하는 학습 알고리즘이 필요하다. 기계학습 연구분야에서는 어떤 상황에서 어떤 학습 알고리즘이 필요한지 이해하려는 시도들이 다양하게 이루어지고 있으며, 이를 통해 새로운 학습 알고리즘을 개발되고 있다. 본 과목에서는 다양한 응용들에서 좋은 성과를 나타낸 것으로 알려진 기초적인 기계학습 알고리즘들을 다룬다. 알고리즘들이 어떤 차이를 가지고 있고 알고리즘들이 어떤 분야에 잘 적용되는지에 중점을 둘 것이다. 본 과목에서 다루는 알고리즘들은 딥러닝으로 대표되는 최신 학습 알고리즘 기법들의 기초가 된다.",기계학습,alias,contains,machine-learning,머신러닝,2,artificial-intelligence,기계학습,,,,0.75,0.0,0.75,,true,false,P1
course,46032,1046,기계학습,prerequisite_material_clean,"선형대수, 확률통계",선형대수,topic_name,contains,linear-algebra,선형대수,2,math-statistics,,,,,0.68,0.0,0.68,prerequisite,true,false,P1
course,46139,1047,빅데이터기초실습,learning_objective_clean,"원격수업(비대면)SW중심대학사업 융합/연계전공(예정) 학생을 대상으로 하는 교과목으로 SW학과(컴퓨터공학부, IT지능정보공학과, 소프트웨어공학과)학생은 수강할 수 없는 과목이며 원격수업으로 운영됨. 본 강좌는 대규모의 데이터를 수집, 처리, 분석하는 과정 및 방법을 학습하여 데이터 분석 능력을 배양을 목표로함.",데이터 분석,topic_name,contains,data-analysis,데이터 분석,1,,,,,,0.8,0.0,0.8,,true,false,P1
course,46139,1047,빅데이터기초실습,main_textbook_clean,데이터 과학 기반의 파이썬 빅데이터 분석,데이터 분석,topic_name,contains,data-analysis,데이터 분석,1,,,,,,0.5,0.0,0.5,,true,false,P1
course,46139,1047,빅데이터기초실습,main_textbook_clean,데이터 과학 기반의 파이썬 빅데이터 분석,파이썬,alias,contains,python,Python,2,programming,파이썬,,,,0.5,-0.05,0.45,,true,false,P0
course,46141,1048,웹프로그래밍실습,course_name_clean,웹프로그래밍실습,프로그래밍,topic_name,contains,programming,프로그래밍,1,,,,,,0.95,0.0,0.95,,true,false,P0
course,46141,1048,웹프로그래밍실습,learning_objective_clean,"원격수업(비대면)SW중심대학사업 융합/연계전공(예정) 학생을 대상으로 하는 교과목으로 SW학과(컴퓨터공학부, IT지능정보공학과, 소프트웨어공학과)학생은 수강할 수 없는 과목임. 또한 원격수업임. 본 강좌는 HTML5, CSS3, Javascript를 이용한 웹프로그래밍 기초 지식 습득하고 활용할 수 있는 능력을 배양.",JavaScript,topic_name,contains,javascript,JavaScript,2,programming,,,,,0.8,0.0,0.8,,true,false,P1
course,46141,1048,웹프로그래밍실습,learning_objective_clean,"원격수업(비대면)SW중심대학사업 융합/연계전공(예정) 학생을 대상으로 하는 교과목으로 SW학과(컴퓨터공학부, IT지능정보공학과, 소프트웨어공학과)학생은 수강할 수 없는 과목임. 또한 원격수업임. 본 강좌는 HTML5, CSS3, Javascript를 이용한 웹프로그래밍 기초 지식 습득하고 활용할 수 있는 능력을 배양.",프로그래밍,topic_name,contains,programming,프로그래밍,1,,,,,,0.8,0.0,0.8,,true,false,P0
course,46141,1048,웹프로그래밍실습,learning_objective_clean,"원격수업(비대면)SW중심대학사업 융합/연계전공(예정) 학생을 대상으로 하는 교과목으로 SW학과(컴퓨터공학부, IT지능정보공학과, 소프트웨어공학과)학생은 수강할 수 없는 과목임. 또한 원격수업임. 본 강좌는 HTML5, CSS3, Javascript를 이용한 웹프로그래밍 기초 지식 습득하고 활용할 수 있는 능력을 배양.",프로그래밍 기초,alias,contains,programming-basic-syntax,프로그래밍 기초 문법,2,programming,프로그래밍 기초,,,,0.75,0.0,0.75,,true,false,P0
course,46141,1048,웹프로그래밍실습,main_textbook_clean,HTML5+CSS3+Javascript 웹 프로그래밍,JavaScript,topic_name,contains,javascript,JavaScript,2,programming,,,,,0.5,0.0,0.5,,true,false,P1
course,46141,1048,웹프로그래밍실습,main_textbook_clean,HTML5+CSS3+Javascript 웹 프로그래밍,프로그래밍,topic_name,contains,programming,프로그래밍,1,,,,,,0.5,0.0,0.5,,true,false,P0
course,46141,1048,웹프로그래밍실습,main_textbook_clean,HTML5+CSS3+Javascript 웹 프로그래밍,JavaScript 웹,alias,contains,javascript-web-basics,JavaScript 웹 기초,2,web-development,JavaScript 웹,,,,0.5,0.0,0.5,,true,false,P1
course,46462,1050,데이터베이스,course_name_clean,데이터베이스,데이터베이스,topic_name,contains,database,데이터베이스,1,,,,,,0.95,0.0,0.95,,true,false,P1
course,46462,1050,데이터베이스,learning_objective_clean,"데이터베이스는 정보화 사회의 필수 기반이다. 정보화 사회에 대비한 기본적인 전산 활용 능력을 배양하기 위하여 데이터베이스의 기초 지식과 더불어 데이터베이스의 구축 및 관리, 활용에 대한 전반적인 이론을 배움으로써 정보처리 기술 및 정보 활용능력을 함양한다",데이터베이스,topic_name,contains,database,데이터베이스,1,,,,,,0.8,0.0,0.8,,true,false,P1
